ID	author	claim	label
4575	Bloggers	"A photo shows a Mexican police officer ""brutalized by members of this caravan as they attempt to FORCE their way into Mexico."""	pants-fire
4576	Jean Evans	"""Constituents now face reality that all their personal issues will be made public"" under Clean Missouri."	barely-true
4577	Facebook posts	“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”	barely-true
4578	Hillary Clinton	"""I want to freeze interest rates for five years."""	half-true
4579	Jack Conners	"""Almost 88,000 United States service members are still missing and unaccounted for, dating back to World War II."""	mostly-true
4580	Donald Trump	"Says Joe Biden ""deserted you. … I guess he was born here, but he left you, folks. He left you for another state."""	barely-true
4581	Joe Biden	“I can send every qualified person to a four-year college in their state for $150 billion.”	false
4582	Paul Broun	Says government is a barrier to innovation and development.	false
4583	Edward Cox	"New York has ""the biggest outmigration of citizens of any state."""	mostly-true
4584	Drug Policy Alliance	"Says Debbie Wasserman Schultz ""voted repeatedly to send terminally ill patients to prison."""	barely-true
4585	Michael Mule'	"""Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery."""	half-true
4586	Nancy Nusbaum	"Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight."	pants-fire
4587	Joe Biden	"""160 million people like their private insurance."""	half-true
4588	Lynn Westmoreland	Georgia has had ʺmore bank failures than any other state.ʺ	true
4589	Donald Trump	"""These people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they don't even know."""	mostly-true
4590	Facebook posts	"Says four Republican representatives ""voted to impeach President Donald Trump."""	false
4591	Miscellany Blue	"Says a ""lawmaker seeks to defund Planned Parenthood for ‘cutting children into small pieces.’"""	mostly-true
4592	John Cornyn	"The Texas leg of the Keystone pipeline ""has already created 4,800 jobs in just the year it's been up and running."""	false
4593	Rainbow/PUSH Coalition	"In Georgia, ""hard-earned lottery dollars are doled out to the scion[s] of wealthy families."""	half-true
4594	Evan Jenkins	"""All the things Patrick (Morrisey) is saying — (that I supported) Hillary Clinton, cap and trade, Planned Parenthood — PolitiFact went through each and every allegation and said, ‘False, False, False, False.’ """	half-true
4595	Mitch McConnell	"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force."""	mostly-true
4596	Mike DeWine	Says Fran DeWine’s made-from-scratch dinner rolls are a delicious favorite in a traditional Thanksgiving dinner.	true
4597	Barbara Boxer	"""Carly Fiorina, she's against banning assault weapons."""	mostly-true
4598	Barack Obama	"""Medicare and Medicaid are the single biggest drivers of the federal deficit and the federal debt by a huge margin."""	mostly-true
4599	Greg Abbott	"A lawyer demanded ""several Houston pastors hand over to the city government many of their private papers, including their sermons."""	true
4600	Rick Perry	"""If you will go look up the definition of 'act of God,' we've used it in legal terms for a long time in this state."""	true
4601	Marco Rubio	"Says his parents ""came to America following Fidel Castro's takeover"" of Cuba."	false
4602	Orrin Hatch	The health care bill will subsidize families of four that make more than $80,000 a year.	true
4603	Donald Trump	"Says Rep. Alexandria Ocasio-Cortez ""called our country and our people garbage."""	false
4604	Jennifer Carroll Foy	“Two out of our last three governors in Virginia were investigated by the FBI. One went to jail and one is running for office again in this election.”	half-true
4605	Trey Gowdy	"""We were the last flag flying in Benghazi."""	false
4606	Barry Hinckley	"U.S. Sen. Sheldon Whitehouse ""rewarded Wall Street executives with millions in bonuses."""	pants-fire
4607	Martha McSally	"Says she’s ""leading the fight"" to ""force insurance companies to cover pre-existing conditions."""	barely-true
4608	Tony Evers	“It took the Legislature nearly 300 days to act on a (COVID-19) bill during this pandemic.”	half-true
4609	Wesley Clark	"The Pentagon's survey about the ""Don't Ask, Don't Tell"" policy found that 92 percent of service members ""agree that they could serve ... in a unit in combat"" without compromising ""mission readiness."""	half-true
4610	Jonathan Harris	"""You don’t see Norway losing population, and its taxes are astronomical."""	mostly-true
4611	David Plouffe	"The loan guarantee program that helped Solyndra ""was a program that was supported by President Bush."""	mostly-true
4612	M.J. Hegar	"Says U.S. Rep. John Carter ""hasn’t held a town hall in five years."""	mostly-true
4613	Bloggers	“Type-2 diabetes gummies nets the biggest deal in ‘Shark Tank’ history!”	false
4614	Mitt Romney	"""The people in Massachusetts like (the state health care plan) by about a 3-1 margin."""	true
4615	Gerry Connolly	"""America owns 3 percent of the world’s oil but consumes 25 percent of its global reserves."""	mostly-true
4616	National Republican Congressional Committee	"""Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out."""	barely-true
4617	Facebook posts	"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission."""	false
4618	Donald Trump	"Under the North American Free Trade Agreement, ""we lost millions of jobs."""	false
4619	Susan Collins	"""This year, the overwhelming majority of new jobs are part time."""	true
4620	Michael McCaul	"More money is dedicated within the Department of Homeland Security to climate change than what's spent combating ""Islamist terrorists radicalizing over the Internet in the United States of America."""	mostly-true
4621	Donna Campbell	Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.	true
4622	Jim Renacci	"Says Betty Sutton and House Democrats ""gutted"" Medicare by $741 billion to pay for Obamacare."	barely-true
4623	Connie Mack	"""A small business in my district"" needed ""31 different permits and fees just to be able to expand."""	mostly-true
4624	Viral image	Says this photo shows Joe Biden kissing and biting a child on the cheek.	false
4625	Bloggers	"""There are over 2,000 crimes recorded per 100,000 population in the U.K.,"" compared to ""466 violent crimes per 100,000"" in the United States."	false
4626	Meg Whitman	"Jerry Brown ""gave California state employees collective bargaining powers"" and ""now, state employees can retire at 55 with much of their salary for life."""	half-true
4627	Viral image	Businesses aren't allowed to ask customers if they’ve been vaccinated because “there are HIPPA laws.”	false
4628	Facebook posts	"""Study: hydroxychloroquine can boost COVID-19 survival chances by nearly 200%."""	barely-true
4629	John Cornyn	"""There have been 30 published polls in this election cycle and Harry Reid's been trailing in every single one."""	false
4630	Tucker Carlson	"Democrats give ""Newports to the homeless to get them to the polls."""	half-true
4631	Donald Trump	"""America is one of the highest-taxed nations in the world."""	barely-true
4632	Donald Trump	"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans."""	true
4633	Jon Richards	"""Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years."""	false
4634	Ben Carson	"""Last year, there were an additional 81,000 pages of government regulations. If you stack that up, it would be a three-story building."""	barely-true
4635	Cory Gardner	"""It's been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee."""	false
4636	Joe Biden	“We’re sending back the vast majority of the families that are coming.”	false
4637	Campaign to Defend America	"John McCain and George Bush have ""absolutely no plan for universal health care."""	true
4638	Young Americans for Liberty	"""Every taxpayer owes about $130,000 to pay off the national debt."""	mostly-true
4639	Bloggers	"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem."""	pants-fire
4640	Sander Levin	"Says the inspector general for the IRS said there was ""no political motivation"" and ""no outside influence"" for targeting of tax-exempt applications from tea party groups"	mostly-true
4641	Facebook posts	Says “Fallon (Fox), a transgender MMA fighter, has now broken 2 female opponents’ skulls,” and shows a photo of Fox alongside an MMA fighter with a severely bloodied face.	barely-true
